frameTime,leftGaze origin x,leftGaze origin y,leftGaze origin z,leftGaze direction x,leftGaze direction y,leftGaze direction z,rightGaze origin x,rightGaze origin y,rightGaze origin z,rightGaze direction x,rightGaze direction y,rightGaze direction z
"1.334372","-3.15","0","-120","0.061","-0.127","0.99","3.15","0","-120","0.186","0.087","0.979"
"1.347154","-3.15","0","-120","0.061","-0.127","0.99","3.15","0","-120","0.186","0.087","0.979"
"1.36081","-3.15","0","-120","0.061","-0.127","0.99","3.15","0","-120","0.186","0.087","0.979"
"1.374979","-3.15","0","-120","0.061","-0.127","0.99","3.15","0","-120","0.186","0.087","0.979"
"1.389314","-3.15","0","-120","0.061","-0.127","0.99","3.15","0","-120","0.186","0.087","0.979"
"1.403659","-3.15","0","-120","0.061","-0.127","0.99","3.15","0","-120","0.186","0.087","0.979"
"1.418039","-3.15","0","-120","0.061","-0.127","0.99","3.15","0","-120","0.186","0.087","0.979"
"1.432035","-3.15","0","-120","0.061","-0.127","0.99","3.15","0","-120","0.186","0.087","0.979"
"1.446479","-3.15","0","-120","0.061","-0.127","0.99","3.15","0","-120","0.186","0.087","0.979"
"1.461189","-3.15","0","-120","0.061","-0.127","0.99","3.15","0","-120","0.186","0.087","0.979"
"1.474883","-3.15","0","-120","0.061","-0.127","0.99","3.15","0","-120","0.186","0.087","0.979"
"1.489328","-3.15","0","-120","0.061","-0.127","0.99","3.15","0","-120","0.186","0.087","0.979"
"1.50383","-3.15","0","-120","0.061","-0.127","0.99","3.15","0","-120","0.186","0.087","0.979"
"1.517869","-3.15","0","-120","0.061","-0.127","0.99","3.15","0","-120","0.186","0.087","0.979"
"1.532743","-3.15","0","-120","0.061","-0.127","0.99","3.15","0","-120","0.186","0.087","0.979"
"1.546842","-3.15","0","-120","0.061","-0.127","0.99","3.15","0","-120","0.186","0.087","0.979"
"1.560876","-3.15","0","-120","0.061","-0.127","0.99","3.15","0","-120","0.186","0.087","0.979"
"1.574895","-3.15","0","-120","0.061","-0.127","0.99","3.15","0","-120","0.186","0.087","0.979"
"1.58939","-3.15","0","-120","0.061","-0.127","0.99","3.15","0","-120","0.186","0.087","0.979"
"1.603774","-3.15","0","-120","0.061","-0.127","0.99","3.15","0","-120","0.186","0.087","0.979"
"1.617723","-3.15","0","-120","0.061","-0.127","0.99","3.15","0","-120","0.186","0.087","0.979"
"1.632062","-3.15","0","-120","0.061","-0.127","0.99","3.15","0","-120","0.186","0.087","0.979"
"1.646589","-3.15","0","-120","0.061","-0.127","0.99","3.15","0","-120","0.186","0.087","0.979"
