frameTime,leftGaze origin x,leftGaze origin y,leftGaze origin z,leftGaze direction x,leftGaze direction y,leftGaze direction z,rightGaze origin x,rightGaze origin y,rightGaze origin z,rightGaze direction x,rightGaze direction y,rightGaze direction z
"3.573776","-3.15","0","-120","0.096","-0.118","0.988","3.15","0","-120","0.139","-0.018","0.99"
"3.588187","-3.15","0","-120","0.094","-0.118","0.989","3.15","0","-120","0.14","-0.02","0.99"
"3.602585","-3.15","0","-120","0.094","-0.118","0.989","3.15","0","-120","0.139","-0.023","0.99"
"3.616687","-3.15","0","-120","0.102","-0.117","0.988","3.15","0","-120","0.138","-0.024","0.99"
"3.631267","-3.15","0","-120","0.104","-0.119","0.987","3.15","0","-120","0.138","-0.024","0.99"
"3.649297","-3.15","0","-120","0.105","-0.119","0.987","3.15","0","-120","0.138","-0.025","0.99"
"3.660266","-3.15","0","-120","0.105","-0.121","0.987","3.15","0","-120","0.138","-0.025","0.99"
"3.673728","-3.15","0","-120","0.108","-0.123","0.987","3.15","0","-120","0.138","-0.025","0.99"
"3.688085","-3.15","0","-120","0.108","-0.123","0.986","3.15","0","-120","0.138","-0.026","0.99"
"3.702479","-3.15","0","-120","0.109","-0.124","0.986","3.15","0","-120","0.138","-0.026","0.99"
"3.716591","-3.15","0","-120","0.11","-0.125","0.986","3.15","0","-120","0.139","-0.027","0.99"
"3.730942","-3.15","0","-120","0.11","-0.125","0.986","3.15","0","-120","0.139","-0.028","0.99"
"3.745391","-3.15","0","-120","0.111","-0.126","0.986","3.15","0","-120","0.133","0.001","0.991"
"3.760382","-3.15","0","-120","0.117","-0.127","0.985","3.15","0","-120","0.137","-0.004","0.991"
"3.773818","-3.15","0","-120","0.151","-0.129","0.98","3.15","0","-120","0.16","-0.037","0.986"
"3.788097","-3.15","0","-120","0.152","-0.129","0.98","3.15","0","-120","0.16","-0.038","0.986"
"3.806286","-3.15","0","-120","0.153","-0.13","0.98","3.15","0","-120","0.161","-0.039","0.986"
"3.816681","-3.15","0","-120","0.155","-0.131","0.979","3.15","0","-120","0.162","-0.041","0.986"
"3.831301","-3.15","0","-120","0.156","-0.131","0.979","3.15","0","-120","0.162","-0.041","0.986"
"3.845332","-3.15","0","-120","0.156","-0.131","0.979","3.15","0","-120","0.162","-0.042","0.986"
"3.860314","-3.15","0","-120","0.157","-0.132","0.979","3.15","0","-120","0.162","-0.044","0.986"
"3.873844","-3.15","0","-120","0.157","-0.132","0.979","3.15","0","-120","0.163","-0.046","0.986"
"3.888097","-3.15","0","-120","0.158","-0.133","0.979","3.15","0","-120","0.164","-0.048","0.985"
"3.903093","-3.15","0","-120","0.158","-0.133","0.978","3.15","0","-120","0.164","-0.049","0.985"
"3.916787","-3.15","0","-120","0.158","-0.134","0.978","3.15","0","-120","0.164","-0.049","0.985"
"3.930975","-3.15","0","-120","0.158","-0.134","0.978","3.15","0","-120","0.164","-0.05","0.985"
"3.945354","-3.15","0","-120","0.157","-0.134","0.978","3.15","0","-120","0.164","-0.05","0.985"
"3.964271","-3.15","0","-120","0.139","-0.154","0.978","3.15","0","-120","0.145","-0.035","0.989"
"3.973835","-3.15","0","-120","0.138","-0.155","0.978","3.15","0","-120","0.145","-0.034","0.989"
"3.988075","-3.15","0","-120","0.136","-0.156","0.978","3.15","0","-120","0.144","-0.033","0.989"
"4.002464","-3.15","0","-120","0.135","-0.158","0.978","3.15","0","-120","0.144","-0.032","0.989"
"4.016745","-3.15","0","-120","0.134","-0.159","0.978","3.15","0","-120","0.144","-0.032","0.989"
"4.03115","-3.15","0","-120","0.134","-0.16","0.978","3.15","0","-120","0.144","-0.032","0.989"
"4.045322","-3.15","0","-120","0.133","-0.161","0.978","3.15","0","-120","0.144","-0.032","0.989"
"4.06018","-3.15","0","-120","0.132","-0.162","0.978","3.15","0","-120","0.144","-0.032","0.989"
"4.073977","-3.15","0","-120","0.132","-0.162","0.978","3.15","0","-120","0.144","-0.033","0.989"
"4.088116","-3.15","0","-120","0.132","-0.163","0.978","3.15","0","-120","0.144","-0.033","0.989"
"4.102519","-3.15","0","-120","0.131","-0.163","0.978","3.15","0","-120","0.144","-0.033","0.989"
"4.12066","-3.15","0","-120","0.131","-0.163","0.978","3.15","0","-120","0.144","-0.033","0.989"
"4.131046","-3.15","0","-120","0.131","-0.164","0.978","3.15","0","-120","0.143","-0.034","0.989"
"4.145297","-3.15","0","-120","0.13","-0.164","0.978","3.15","0","-120","0.143","-0.034","0.989"
"4.160211","-3.15","0","-120","0.13","-0.164","0.978","3.15","0","-120","0.143","-0.034","0.989"
"4.173915","-3.15","0","-120","0.13","-0.164","0.978","3.15","0","-120","0.143","-0.034","0.989"
"4.188201","-3.15","0","-120","0.13","-0.164","0.978","3.15","0","-120","0.143","-0.034","0.989"
"4.202377","-3.15","0","-120","0.121","-0.164","0.979","3.15","0","-120","0.141","-0.032","0.989"
"4.216647","-3.15","0","-120","0.118","-0.163","0.98","3.15","0","-120","0.139","-0.028","0.99"
"4.230899","-3.15","0","-120","0.116","-0.163","0.98","3.15","0","-120","0.137","-0.025","0.99"
"4.245718","-3.15","0","-120","0.115","-0.162","0.98","3.15","0","-120","0.136","-0.024","0.99"
"4.260324","-3.15","0","-120","0.114","-0.162","0.98","3.15","0","-120","0.136","-0.024","0.99"
"4.277877","-3.15","0","-120","0.114","-0.161","0.98","3.15","0","-120","0.135","-0.024","0.991"
"4.288056","-3.15","0","-120","0.112","-0.16","0.981","3.15","0","-120","0.134","-0.023","0.991"
"4.302346","-3.15","0","-120","0.111","-0.16","0.981","3.15","0","-120","0.133","-0.021","0.991"
"4.3167","-3.15","0","-120","0.11","-0.159","0.981","3.15","0","-120","0.133","-0.021","0.991"
"4.330967","-3.15","0","-120","0.11","-0.159","0.981","3.15","0","-120","0.132","-0.02","0.991"
"4.34517","-3.15","0","-120","0.123","-0.143","0.982","3.15","0","-120","0.139","-0.01","0.99"
"4.360126","-3.15","0","-120","0.125","-0.141","0.982","3.15","0","-120","0.14","-0.008","0.99"
"4.373798","-3.15","0","-120","0.127","-0.139","0.982","3.15","0","-120","0.141","-0.005","0.99"
"4.388166","-3.15","0","-120","0.127","-0.139","0.982","3.15","0","-120","0.141","-0.005","0.99"
"4.402505","-3.15","0","-120","0.128","-0.138","0.982","3.15","0","-120","0.141","-0.005","0.99"
"4.417498","-3.15","0","-120","0.129","-0.137","0.982","3.15","0","-120","0.142","-0.004","0.99"
"4.434978","-3.15","0","-120","0.13","-0.136","0.982","3.15","0","-120","0.142","-0.004","0.99"
"4.445575","-3.15","0","-120","0.131","-0.135","0.982","3.15","0","-120","0.143","-0.004","0.99"
"4.46034","-3.15","0","-120","0.132","-0.134","0.982","3.15","0","-120","0.144","-0.003","0.99"
"4.473826","-3.15","0","-120","0.133","-0.133","0.982","3.15","0","-120","0.147","-0.003","0.989"
"4.488014","-3.15","0","-120","0.136","-0.13","0.982","3.15","0","-120","0.149","-0.002","0.989"
"4.502314","-3.15","0","-120","0.168","-0.121","0.978","3.15","0","-120","0.154","-0.002","0.988"
"4.516801","-3.15","0","-120","0.201","-0.11","0.973","3.15","0","-120","0.185","-0.005","0.983"
"4.530967","-3.15","0","-120","0.204","-0.109","0.973","3.15","0","-120","0.185","-0.005","0.983"
"4.545334","-3.15","0","-120","0.205","-0.109","0.973","3.15","0","-120","0.185","-0.004","0.983"
"4.560204","-3.15","0","-120","0.209","-0.108","0.972","3.15","0","-120","0.187","-0.005","0.982"
"4.57401","-3.15","0","-120","0.21","-0.108","0.972","3.15","0","-120","0.188","-0.005","0.982"
"4.592254","-3.15","0","-120","0.212","-0.107","0.971","3.15","0","-120","0.188","-0.005","0.982"
"4.602316","-3.15","0","-120","0.215","-0.108","0.971","3.15","0","-120","0.2","-0.032","0.979"
"4.61685","-3.15","0","-120","0.216","-0.108","0.97","3.15","0","-120","0.201","-0.033","0.979"
"4.630894","-3.15","0","-120","0.218","-0.108","0.97","3.15","0","-120","0.202","-0.033","0.979"
"4.645333","-3.15","0","-120","0.244","-0.118","0.963","3.15","0","-120","0.205","-0.034","0.978"
"4.660651","-3.15","0","-120","0.274","-0.136","0.952","3.15","0","-120","0.213","-0.06","0.975"
"4.673839","-3.15","0","-120","0.274","-0.137","0.952","3.15","0","-120","0.213","-0.06","0.975"
"4.688041","-3.15","0","-120","0.275","-0.138","0.952","3.15","0","-120","0.213","-0.061","0.975"
"4.702477","-3.15","0","-120","0.276","-0.139","0.951","3.15","0","-120","0.213","-0.063","0.975"
"4.716715","-3.15","0","-120","0.277","-0.14","0.951","3.15","0","-120","0.214","-0.064","0.975"
"4.731056","-3.15","0","-120","0.28","-0.141","0.95","3.15","0","-120","0.217","-0.067","0.974"
"4.74907","-3.15","0","-120","0.282","-0.141","0.949","3.15","0","-120","0.217","-0.067","0.974"
"4.760359","-3.15","0","-120","0.283","-0.141","0.949","3.15","0","-120","0.217","-0.067","0.974"
"4.773844","-3.15","0","-120","0.287","-0.14","0.948","3.15","0","-120","0.217","-0.067","0.974"
"4.787997","-3.15","0","-120","0.289","-0.141","0.947","3.15","0","-120","0.217","-0.068","0.974"
"4.802407","-3.15","0","-120","0.249","-0.173","0.953","3.15","0","-120","0.235","-0.09","0.968"
"4.816727","-3.15","0","-120","0.239","-0.156","0.959","3.15","0","-120","0.238","-0.099","0.966"
"4.830979","-3.15","0","-120","0.237","-0.152","0.96","3.15","0","-120","0.238","-0.1","0.966"
"4.845273","-3.15","0","-120","0.236","-0.15","0.96","3.15","0","-120","0.241","-0.104","0.965"
"4.860391","-3.15","0","-120","0.236","-0.148","0.96","3.15","0","-120","0.244","-0.107","0.964"
"4.874288","-3.15","0","-120","0.235","-0.147","0.961","3.15","0","-120","0.246","-0.109","0.963"
"4.888171","-3.15","0","-120","0.235","-0.147","0.961","3.15","0","-120","0.248","-0.11","0.963"
"4.906388","-3.15","0","-120","0.237","-0.145","0.961","3.15","0","-120","0.25","-0.111","0.962"
"4.916713","-3.15","0","-120","0.239","-0.142","0.961","3.15","0","-120","0.251","-0.112","0.961"
"4.931793","-3.15","0","-120","0.239","-0.141","0.961","3.15","0","-120","0.251","-0.112","0.961"
"4.945275","-3.15","0","-120","0.245","-0.136","0.96","3.15","0","-120","0.252","-0.112","0.961"
"4.960304","-3.15","0","-120","0.247","-0.135","0.96","3.15","0","-120","0.251","-0.11","0.962"
"4.973761","-3.15","0","-120","0.247","-0.135","0.96","3.15","0","-120","0.251","-0.11","0.962"
"4.988068","-3.15","0","-120","0.253","-0.131","0.959","3.15","0","-120","0.251","-0.109","0.962"
"5.0024","-3.15","0","-120","0.255","-0.128","0.958","3.15","0","-120","0.25","-0.108","0.962"
"5.016889","-3.15","0","-120","0.257","-0.127","0.958","3.15","0","-120","0.25","-0.106","0.963"
"5.031018","-3.15","0","-120","0.258","-0.127","0.958","3.15","0","-120","0.249","-0.105","0.963"
"5.045383","-3.15","0","-120","0.261","-0.129","0.957","3.15","0","-120","0.249","-0.103","0.963"
"5.064226","-3.15","0","-120","0.267","-0.135","0.954","3.15","0","-120","0.249","-0.102","0.963"
"5.074107","-3.15","0","-120","0.268","-0.136","0.954","3.15","0","-120","0.249","-0.101","0.963"
"5.088112","-3.15","0","-120","0.268","-0.138","0.954","3.15","0","-120","0.249","-0.099","0.963"
"5.102404","-3.15","0","-120","0.269","-0.138","0.953","3.15","0","-120","0.249","-0.098","0.963"
"5.116621","-3.15","0","-120","0.272","-0.138","0.952","3.15","0","-120","0.249","-0.098","0.963"
"5.130972","-3.15","0","-120","0.272","-0.138","0.952","3.15","0","-120","0.249","-0.098","0.963"
"5.145374","-3.15","0","-120","0.272","-0.139","0.952","3.15","0","-120","0.249","-0.098","0.963"
"5.160232","-3.15","0","-120","0.273","-0.139","0.952","3.15","0","-120","0.25","-0.096","0.964"
"5.17384","-3.15","0","-120","0.273","-0.139","0.952","3.15","0","-120","0.25","-0.096","0.964"
"5.188181","-3.15","0","-120","0.274","-0.138","0.952","3.15","0","-120","0.25","-0.096","0.964"
"5.202391","-3.15","0","-120","0.275","-0.138","0.952","3.15","0","-120","0.249","-0.095","0.964"
"5.220498","-3.15","0","-120","0.275","-0.138","0.952","3.15","0","-120","0.25","-0.094","0.964"
"5.230969","-3.15","0","-120","0.276","-0.137","0.951","3.15","0","-120","0.25","-0.094","0.964"
"5.245289","-3.15","0","-120","0.28","-0.135","0.95","3.15","0","-120","0.25","-0.094","0.964"
"5.260119","-3.15","0","-120","0.28","-0.134","0.95","3.15","0","-120","0.25","-0.095","0.964"
"5.273804","-3.15","0","-120","0.281","-0.134","0.95","3.15","0","-120","0.251","-0.095","0.963"
"5.28832","-3.15","0","-120","0.309","-0.124","0.943","3.15","0","-120","0.256","-0.098","0.962"
"5.302288","-3.15","0","-120","0.341","-0.112","0.934","3.15","0","-120","0.264","-0.099","0.959"
"5.31659","-3.15","0","-120","0.343","-0.112","0.932","3.15","0","-120","0.266","-0.1","0.959"
"5.330924","-3.15","0","-120","0.346","-0.112","0.932","3.15","0","-120","0.268","-0.1","0.958"
"5.34553","-3.15","0","-120","0.354","-0.109","0.929","3.15","0","-120","0.271","-0.102","0.957"
