frameTime,leftGaze origin x,leftGaze origin y,leftGaze origin z,leftGaze direction x,leftGaze direction y,leftGaze direction z,rightGaze origin x,rightGaze origin y,rightGaze origin z,rightGaze direction x,rightGaze direction y,rightGaze direction z
"0.5720593","-0.148","0.261","0.407","-0.356","0.081","0.931","-0.087","0.26","0.422","-0.322","0.059","0.945"
"0.5821098","-0.148","0.261","0.408","-0.356","0.081","0.931","-0.087","0.26","0.423","-0.322","0.059","0.945"
"0.5952711","-0.149","0.261","0.409","-0.356","0.081","0.931","-0.088","0.26","0.424","-0.323","0.059","0.945"
"0.6094453","-0.149","0.261","0.41","-0.357","0.081","0.931","-0.088","0.259","0.426","-0.323","0.059","0.945"
"0.6257573","-0.149","0.261","0.411","-0.357","0.081","0.931","-0.088","0.259","0.427","-0.323","0.059","0.944"
"0.6383471","-0.15","0.261","0.412","-0.357","0.082","0.931","-0.089","0.259","0.428","-0.323","0.06","0.944"
"0.6527717","-0.15","0.26","0.413","-0.357","0.082","0.931","-0.089","0.259","0.429","-0.323","0.06","0.944"
"0.666869","-0.15","0.26","0.415","-0.357","0.082","0.931","-0.089","0.259","0.43","-0.323","0.06","0.944"
"0.6811031","-0.151","0.26","0.416","-0.356","0.082","0.931","-0.09","0.259","0.432","-0.323","0.06","0.945"
"0.697464","-0.151","0.26","0.417","-0.356","0.082","0.931","-0.09","0.259","0.433","-0.322","0.06","0.945"
"0.710484","-0.151","0.26","0.418","-0.355","0.082","0.931","-0.09","0.258","0.434","-0.322","0.06","0.945"
"0.7239467","-0.152","0.259","0.42","-0.355","0.082","0.931","-0.091","0.258","0.435","-0.321","0.06","0.945"
"0.7383247","-0.152","0.259","0.421","-0.354","0.082","0.932","-0.091","0.258","0.436","-0.321","0.06","0.945"
"0.7523323","-0.153","0.259","0.422","-0.354","0.082","0.932","-0.092","0.258","0.438","-0.32","0.059","0.945"
"0.7665936","-0.153","0.259","0.423","-0.354","0.081","0.932","-0.092","0.257","0.439","-0.32","0.059","0.945"
